Name,BodyweightKg,TotalKg,WeightClassKg,Federation,Date,MeetName
adam ramzy,81.28,917.5,83,IPF,2017-07-24,world games
adrien poinson,72.7,765.0,74,IPF,2014-09-01,world sub-juniors & juniors powerlifting championships
ahmed hassanin,186.8,1085.0,120+,IPF,2021-11-08,world powerlifting championships
akzhol alymbek uulu,58.99,680.0,59,IPF,2017-08-28,world sub-juniors & juniors powerlifting championships
aleksandr sergeev #8,82.88,820.0,83,IPF,2015-08-31,world sub-juniors & juniors powerlifting championships
aleksey fokin,115.14,1055.0,120,EPF,2015-05-06,european open men's championships
aleksey kudryavtsev,112.18,995.0,120,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
alex ochoa #1,65.99,732.5,66,IPF,2016-11-14,world open championships
alex ochoa #1,73.75,847.5,74,IPF,2024-11-11,world open equipped powerlifting championships
alex ochoa #1,76.95,850.0,83,IPF,2022-07-08,world games
alex-edward raus,104.85,992.5,105,EPF,2014-04-09,european sub-juniors & juniors championships
alexander eriksson #1,65.9,802.5,66,IPF,2024-11-11,world open equipped powerlifting championships
alexander eriksson #1,73.8,868.0,74,IPF,2018-11-05,world powerlifting championships
alexander huber,82.8,852.5,83,EPF,2023-05-02,european equipped powerlifting championships
alexander huber,91.69,910.0,93,EPF,2018-05-06,european men's championships
alexander kirketeig,92.83,895.0,93,EPF,2015-05-06,european open men's championships
alexander kolbin,59.0,670.0,59,EPF,2015-05-06,european open men's championships
alexander kolbin,64.45,715.0,66,EPF,2014-05-07,european open powerlifting championships
alexander molin,65.92,757.5,66,EPF,2013-05-07,european open powerlifting championships
alexander shipshin,65.86,695.0,66,IPF,2013-08-27,world juniors & sub-juniors championships
alexey sorokin,82.71,930.0,83,EPF,2017-05-08,european equipped powerlifting championships
alexis maher,73.3,847.5,74,IPF,2024-11-11,world open equipped powerlifting championships
alexis maher,77.45,837.5,83,IPF,2022-07-08,world games
allan grenier,104.93,1000.0,105,EPF,2019-05-04,european equipped powerlifting championships
allan grenier,106.1,1025.0,120,IPF,2021-11-08,world powerlifting championships
amandas paulauskas,116.41,1055.0,120,IPF,2011-11-08,world powerlifting championships
anatolii goriachok,73.05,825.0,74,EPF,2014-05-07,european open powerlifting championships
andre gholson,118.54,962.5,120,IPF,2015-09-28,world masters powerlifting championships
andreas hjelmtveit,110.95,1005.0,120,IPF,2015-11-09,world powerlifting championships
andrey drachev,119.55,1072.5,120,IPF,2011-11-08,world powerlifting championships
andrey inin,104.42,937.5,105,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
andrey konovalov #1,161.4,1227.5,120+,IPF,2018-11-05,world powerlifting championships
andrey kostenko,63.29,710.0,66,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
andrey prokopenko,73.59,882.5,74,IPF,2017-11-13,world powerlifting championships
andrey prokopenko,74.37,867.5,83,IPF,2017-07-24,world games
andrey shurbenkov,104.82,1010.0,105,EPF,2011-05-03,european powerlifting championships
andrey shurbenkov,115.1,1022.5,120,EPF,2014-05-07,european open powerlifting championships
andrii shevchenko,154.35,1147.5,120+,IPF,2024-11-11,world open equipped powerlifting championships
andriy naniev,82.58,940.0,83,IPF,2015-11-09,world powerlifting championships
anibal manuel coimbra marques,104.39,1047.5,105,IPF,2012-11-10,world powerlifting championships
anton karachentsev,65.8,715.0,66,EPF,2013-05-07,european open powerlifting championships
anton pravnik,91.2,907.5,93,EPF,2016-05-11,european powerlifting championships
antoni mastrolorenzo,73.58,790.0,74,EPF,2018-05-06,european men's championships
antti savolainen,65.65,775.0,66,IPF,2018-11-05,world powerlifting championships
arkadiy shalokha,73.18,815.0,74,EPF,2011-05-03,european powerlifting championships
artem litvinenko,137.09,1087.5,120+,EPF,2018-05-06,european men's championships
artem pantelieiev,82.25,822.5,83,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
artem platonov,81.83,800.0,83,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
artem puzirnikov,82.7,872.5,83,EPF,2011-06-11,european junior & sub-junior powerlifting championships
asgeir hoel,104.6,1022.5,105,IPF,2024-11-11,world open equipped powerlifting championships
auðunn jónsson,119.82,962.5,120,IPF,2014-11-03,world powerlifting championships
blaine sumner,175.7,1275.5,120+,IPF,2019-11-18,world powerlifting championships
blake lehew,73.4,815.0,74,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
borislav borisov,80.6,797.5,83,EPF,2014-05-07,european open powerlifting championships
brett gibbs,82.5,873.0,83,IPF,2014-09-01,world sub-juniors & juniors powerlifting championships
bryce krawczyk,104.75,985.5,105,IPF,2017-11-13,world powerlifting championships
bryce krawczyk,115.88,1030.0,120,IPF,2019-11-18,world powerlifting championships
carl petter sommerseth,119.25,992.5,120,IPF,2021-11-08,world powerlifting championships
carl yngvar christensen,168.02,1230.0,120+,IPF,2014-11-03,world powerlifting championships
carlos garcía,58.41,667.5,59,IPF,2012-11-10,world powerlifting championships
carlos rivera,118.75,965.0,120,IPF,2016-11-14,world open championships
carter wheat,174.05,1075.0,120+,IPF,2024-11-11,world open equipped powerlifting championships
casper futtrup,119.47,952.5,120,EPF,2023-05-02,european equipped powerlifting championships
charles okpoko,65.42,770.0,66,IPF,2017-07-24,world games
charlie conner,104.24,986.0,105,IPF,2016-11-14,world open championships
charlie conner,82.54,805.0,83,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
chen-ting wu,57.95,655.0,59,IPF,2023-11-13,world open equipped powerlifting championships
chi-sen tien,118.7,1080.0,120,IPF,2021-11-08,world powerlifting championships
chi-sen tien,124.75,1110.0,120+,IPF,2024-11-11,world open equipped powerlifting championships
christoph seefeld,118.8,985.0,120,IPF,2021-11-08,world powerlifting championships
christoph seefeld,133.5,1075.0,120+,IPF,2024-11-11,world open equipped powerlifting championships
christopher tran #1,59.0,645.0,59,IPF,2022-11-14,world open equipped powerlifting championships
chun-lin wang,58.4,667.5,59,IPF,2018-11-05,world powerlifting championships
cody giampa,118.4,1002.5,120,IPF,2018-11-05,world powerlifting championships
coy jorden,82.85,840.0,83,IPF,2018-09-03,world juniors & sub-juniors championships
dalton lacoe,57.1,660.0,59,IPF,2024-11-11,world open equipped powerlifting championships
damarrio holloway,65.84,725.0,66,IPF,2014-11-03,world powerlifting championships
damarrio holloway,72.58,765.0,74,IPF,2022-10-08,world masters classic & equipped powerlifting championships
damir trokic,117.9,952.5,120,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
dan williams #1,82.63,850.0,83,IPF,2011-11-08,world powerlifting championships
daniel grabowski,118.94,1040.0,120,IPF,2014-11-03,world powerlifting championships
danylo kovalyov,104.0,1035.0,105,IPF,2021-11-08,world powerlifting championships
danylo kovalyov,119.17,1092.5,120,EPF,2024-05-07,european open junior and sub-junior equipped powerlifting championships
dariusz wszoła,58.5,660.0,59,IPF,2016-11-14,world open championships
david coimbra,92.7,980.0,93,IPF,2018-11-05,world powerlifting championships
david lupač,145.13,1127.5,120+,IPF,2017-11-13,world powerlifting championships
davranbek turakhanov,81.35,872.5,83,IPF,2011-11-08,world powerlifting championships
dean bowring,119.52,1045.0,120,IPF,2014-11-03,world powerlifting championships
denis ivkov,73.95,765.0,74,IPF,2011-11-08,world powerlifting championships
denis olefir,73.89,800.0,74,EPF,2019-05-04,european equipped powerlifting championships
diego milani,72.9,777.5,74,IPF,2024-11-11,world open equipped powerlifting championships
dmitry inzarkin,92.04,1035.0,93,IPF,2019-11-18,world powerlifting championships
dmitry makarov,73.1,817.5,74,EPF,2012-05-08,european open powerlifting championships
dmytro semenenko,104.98,1090.5,105,IPF,2017-11-13,world powerlifting championships
dominik pahl,119.0,987.5,120,IPF,2021-11-08,world powerlifting championships
doni meiyanto,73.0,837.5,74,IPF,2017-11-13,world powerlifting championships
duvjid boldbaatar,82.1,847.5,83,IPF,2024-11-11,world open equipped powerlifting championships
edgar perez,98.57,930.0,105,IPF,2016-11-14,world open championships
eduard tepper,82.2,840.0,83,EPF,2014-05-07,european open powerlifting championships
eetu kumpulainen,73.76,800.0,74,EPF,2024-05-07,european open junior and sub-junior equipped powerlifting championships
eetu kumpulainen,82.79,815.0,83,EPF,2022-05-03,european powerlifting championships
elar kraav,104.6,925.0,105,EPF,2012-05-08,european open powerlifting championships
elias brandecker,91.45,925.0,93,IPF,2024-11-11,world open equipped powerlifting championships
enkhbold khuder,102.84,965.0,105,IPF,2017-11-13,world powerlifting championships
enrique lugo,118.89,982.5,120,IPF,2019-08-26,world juniors & sub-juniors championships
erbol nauanov,81.78,855.0,83,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
eric oishi,65.6,740.0,66,IPF,2018-11-05,world powerlifting championships
eriek nickson,73.85,775.0,74,IPF,2012-11-10,world powerlifting championships
erik gunhamn,101.11,982.5,105,EPF,2019-05-04,european equipped powerlifting championships
erik gunhamn,92.4,898.0,93,EPF,2015-04-07,european sub-junior & junior powerlifting championships
erik larsson,82.18,797.5,83,IPF,2019-08-26,world juniors & sub-juniors championships
eudson lima,58.6,667.5,59,IPF,2014-11-03,world powerlifting championships
eudson lima,64.53,755.0,66,IPF,2019-11-18,world powerlifting championships
eugeny kuzmin,89.35,922.5,93,EPF,2011-06-11,european junior & sub-junior powerlifting championships
evgenii stepanov,82.85,825.0,83,IPF,2021-08-23,world juniors sub-juniors & masters championships
evgeniy berdnikov,92.45,930.0,93,EPF,2014-05-07,european open powerlifting championships
evgeniy kapralov,118.92,987.5,120,IPF,2019-11-18,world powerlifting championships
evgeniy vasyukov,82.68,925.0,83,IPF,2012-11-10,world powerlifting championships
franklin león,58.41,702.5,59,IPF,2022-11-14,world open equipped powerlifting championships
franklin león,60.15,720.0,66,IPF,2022-07-08,world games
galsaikhan myagmarsuren,92.66,915.0,93,IPF,2019-11-18,world powerlifting championships
garrett bailey,103.9,950.0,105,IPF,2017-11-13,world powerlifting championships
go suzuki,65.48,712.5,66,IPF,2016-11-14,world open championships
go suzuki,73.45,797.5,74,IPF,2023-11-13,world open equipped powerlifting championships
go suzuki,73.7,802.5,83,IPF,2022-07-08,world games
gregory johnson,104.21,942.5,105,IPF,2017-11-13,world powerlifting championships
gregory johnson,92.06,909.0,93,IPF,2022-11-14,world open equipped powerlifting championships
gregory pearson,79.8,822.5,83,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
handy zambrano,82.03,852.5,83,IPF,2022-11-14,world open equipped powerlifting championships
hans magne bårtvedt,168.7,1110.0,120+,IPF,2015-11-09,world powerlifting championships
harri olak,82.55,815.0,83,IPF,2024-11-11,world open equipped powerlifting championships
hassan el belghiti,65.27,783.5,66,IPF,2022-11-14,world open equipped powerlifting championships
hassan el belghiti,72.24,800.5,74,EPF,2013-05-07,european open powerlifting championships
