Name,BodyweightKg,TotalKg,WeightClassKg,Federation,Date,MeetName
aaron thompson #1,178.3,932.5,120+,EPF,2023-12-04,european open classic powerlifting championships
abdul majeed sulayman,104.4,900.0,105,IPF,2023-03-25,sheffield powerlifting championships
abdulla mohamed ahmeed mohamed,103.55,902.5,105,IPF,2023-06-11,world classic powerlifting championships
abdulrahman mousa,165.5,965.0,120+,IPF,2023-06-11,world classic powerlifting championships
adam fulat,93.0,800.0,93,IPF,2022-09-23,arnold sports festival
adam jansson,82.6,780.0,83,IPF,2023-06-11,world classic powerlifting championships
adam jones #1,92.8,785.0,93,IPF,2023-06-11,world classic powerlifting championships
ade omisakin,73.75,723.0,74,EPF,2021-12-03,european classic powerlifting championships
ade omisakin,82.75,861.0,83,EPF,2024-09-13,western european powerlifting championships
adrien poinson,73.27,693.0,74,IPF,2015-06-05,world classic powerlifting championships
ahmadreza babaahmadimilani,65.45,650.0,66,IPF,2022-06-06,world classic powerlifting championships
akito hirayama,59.0,567.5,59,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
alberto herraiz francés,73.8,715.0,74,EPF,2024-03-12,european open classic powerlifting championships
aleksey kudryavtsev,118.55,887.5,120,IPF,2014-06-01,world classic powerlifting championships
alessandro messina,82.05,757.5,83,IPF,2024-06-15,world classic powerlifting championships
alessandro pastorello,73.25,700.0,74,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
alex-edward raus,104.6,852.5,105,IPF,2014-06-01,world classic powerlifting championships
alexander eriksson #1,65.55,687.5,66,IPF,2024-06-15,world classic powerlifting championships
alexander eriksson #1,73.5,740.0,74,IPF,2023-06-11,world classic powerlifting championships
alexander kolbin,58.62,602.5,59,IPF,2015-06-05,world classic powerlifting championships
alexander kolbin,65.41,640.0,66,IPF,2017-06-14,world classic powerlifting championships
alexander renner,150.5,943.0,120+,IPF,2024-07-23,fisu world university powerlifting championships
alexander örn kárason,92.84,780.0,93,EPF,2024-03-12,european open classic powerlifting championships
alexandre ouellet-hébert,92.7,780.0,93,IPF,2019-06-04,world classic powerlifting championships
alexei laurenz agabon,58.6,565.0,59,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
alexey kuzmin,82.58,787.5,83,IPF,2017-06-14,world classic powerlifting championships
alexey zinurov,93.0,790.0,93,IPF,2021-09-23,world classic powerlifting championships
ali ben hadj ali,102.92,845.0,105,EPF,2017-03-12,european classic powerlifting championships
ali ben hadj ali,92.76,790.0,93,IPF,2016-06-19,world classic powerlifting championships
aliaksandr hrynkevich-sudnik,73.76,730.0,74,IPF,2016-06-19,world classic powerlifting championships
allan duong dinh hy,52.25,496.5,53,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
amandas paulauskas,118.75,907.5,120,EPF,2018-11-24,european classic powerlifting championships
amar kanane,92.65,832.5,93,IPF,2022-06-06,world classic powerlifting championships
anatolii goriachok,73.41,692.5,74,IPF,2017-06-14,world classic powerlifting championships
anatolii novopismennyi,104.7,940.5,105,IPF,2024-06-15,world classic powerlifting championships
anatolii novopismennyi,92.95,853.5,93,EPF,2019-11-29,european classic powerlifting championships
andrea cicero,92.9,807.5,93,IPF,2024-06-15,world classic powerlifting championships
andrea orlandi #1,82.88,770.5,83,EPF,2023-10-10,european junior and sub-junior classic powerlifting championships
andreas nilsson #1,82.66,740.0,83,EPF,2023-03-16,european classic university powerlifting cup
andres fernández arévalo,81.95,765.0,83,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
andrew trieu,65.4,632.5,66,IPF,2024-06-15,world classic powerlifting championships
andrey inin,104.47,830.0,105,EPF,2015-03-21,1st european men's classic championships
andrey prokopenko,73.12,697.5,74,IPF,2016-06-19,world classic powerlifting championships
anibal manuel coimbra marques,103.55,847.5,105,IPF,2012-06-12,world classic powerlifting cup
anthony harris #1,115.4,865.0,120,IPF,2016-06-19,world classic powerlifting championships
anthony mcleggan,102.8,832.5,105,IPF,2024-06-15,world classic powerlifting championships
anthony mcnaughton,104.85,862.5,105,IPF,2022-08-31,world junior classic powerlifting championships
antoine garcia,58.6,610.0,59,IPF,2024-06-15,world classic powerlifting championships
antonio pérez barros,104.04,866.0,105,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
antti savolainen,65.43,657.5,66,IPF,2018-06-06,world classic powerlifting championships
aren joy fernandes,73.8,705.0,74,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
artem kovalchuk #1,142.29,932.5,120+,IPF,2015-06-05,world classic powerlifting championships
ashley liston,92.95,790.0,93,EPF,2019-11-29,european classic powerlifting championships
ashton rouska,102.9,940.5,105,IPF,2024-06-15,world classic powerlifting championships
austin nikolai,65.55,692.5,66,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
austin perkins #1,72.75,836.0,74,IPF,2024-06-15,world classic powerlifting championships
ayumi hisatsune,58.85,587.5,59,IPF,2019-06-04,world classic powerlifting championships
barry pigott,101.2,833.0,105,EPF,2018-11-24,european classic powerlifting championships
barry pigott,92.7,802.5,93,IPF,2019-06-04,world classic powerlifting championships
baruch sekenofsky,117.82,876.5,120,EPF,2023-12-04,european open classic powerlifting championships
ben pape,104.69,877.5,105,EPF,2023-12-04,european open classic powerlifting championships
benedict grant,65.7,635.0,66,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
bill tenerelli,58.49,560.0,59,IPF,2017-06-14,world classic powerlifting championships
bjarne dücker,103.9,847.5,105,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
bjorn andre sutterud westbye,162.87,937.5,120+,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
blaine sumner,167.02,977.5,120+,IPF,2015-06-05,world classic powerlifting championships
blake barrett #1,73.85,727.5,74,IPF,2022-06-06,world classic powerlifting championships
blake lehew,73.9,735.0,74,IPF,2018-06-06,world classic powerlifting championships
bobb matthews,105.9,970.0,120,IPF,2024-06-15,world classic powerlifting championships
bobby tan,73.94,702.5,74,IPF,2023-08-27,world junior and sub-junior classic championships
bodie lacoe,58.45,577.5,59,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
boris komissarov,58.84,571.5,59,IPF,2021-09-23,world classic powerlifting championships
boris tsvetkov #1,113.0,877.5,120,EPF,2019-11-29,european classic powerlifting championships
borislav adov,92.45,817.5,93,EPF,2018-11-24,european classic powerlifting championships
brandon jones #17,92.0,845.0,93,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
brandon pitre #1,92.3,887.5,93,IPF,2024-06-15,world classic powerlifting championships
brett gibbs,82.62,830.5,83,IPF,2018-06-06,world classic powerlifting championships
brian le #1,65.25,695.5,66,IPF,2023-06-11,world classic powerlifting championships
bryce krawczyk,103.3,840.0,105,IPF,2016-06-19,world classic powerlifting championships
bryce krawczyk,117.32,895.5,120,IPF,2021-09-23,world classic powerlifting championships
bryce lewis,103.2,875.5,105,IPF,2018-06-06,world classic powerlifting championships
carl johansson,73.75,785.5,74,IPF,2024-02-10,sheffield powerlifting championships
carl petter sommerseth,119.2,890.0,120,IPF,2022-06-06,world classic powerlifting championships
carlos petterson-grifith,92.9,875.0,93,IPF,2024-02-10,sheffield powerlifting championships
cejai lindsay,104.9,825.0,105,EPF,2024-09-13,western european powerlifting championships
cenk koçak,119.46,900.0,120,IPF,2021-09-23,world classic powerlifting championships
cenk koçak,145.37,1018.0,120+,EPF,2023-12-04,european open classic powerlifting championships
chance mitchell #1,92.1,878.5,93,IPF,2022-06-06,world classic powerlifting championships
charles okpoko,65.75,705.5,66,IPF,2019-06-04,world classic powerlifting championships
charlie dickson,82.47,757.5,83,IPF,2018-06-06,world classic powerlifting championships
cheong cheng wen,73.3,692.5,74,IPF,2023-06-11,world classic powerlifting championships
chong eu gene,58.4,590.0,59,IPF,2024-06-15,world classic powerlifting championships
chris kennedy #1,73.35,692.5,74,IPF,2019-06-04,world classic powerlifting championships
christian ayandokun,82.15,747.5,83,EPF,2019-11-29,european classic powerlifting championships
christian ayandokun,92.7,860.0,93,IPF,2024-06-15,world classic powerlifting championships
christos konstantinou,73.1,705.0,74,IPF,2024-06-15,world classic powerlifting championships
chun-chia fan,73.55,770.5,74,IPF,2024-06-15,world classic powerlifting championships
cian madden,92.82,787.5,93,EPF,2023-12-04,european open classic powerlifting championships
clifton pho,64.7,657.5,66,IPF,2024-06-15,world classic powerlifting championships
clinton lee #1,73.7,752.5,74,IPF,2024-06-15,world classic powerlifting championships
connor borkert,92.15,785.0,93,IPF,2019-06-04,world classic powerlifting championships
connor lutz,73.38,690.0,74,IPF,2016-06-19,world classic powerlifting championships
corentin clément,103.76,895.0,105,IPF,2021-09-23,world classic powerlifting championships
cristian trigo,81.8,782.5,83,IPF,2024-06-15,world classic powerlifting championships
dallas bey,65.9,665.0,66,IPF,2018-06-06,world classic powerlifting championships
dalton lacoe,52.92,559.0,53,IPF,2018-06-06,world classic powerlifting championships
dami fashoranti,104.34,862.5,105,EPF,2024-03-12,european open classic powerlifting championships
damian nam,82.52,787.5,83,EPF,2022-11-25,european classic powerlifting championships
daniel harris #1,65.9,635.5,66,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
daniel remulla,65.84,635.0,66,IPF,2018-06-06,world classic powerlifting championships
daniil ermolaev,117.15,868.0,120,EPF,2019-11-29,european classic powerlifting championships
dario milicia,73.65,720.0,74,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
dariusz wszoła,58.58,577.5,59,IPF,2016-06-19,world classic powerlifting championships
david coimbra,92.64,790.0,93,IPF,2018-06-06,world classic powerlifting championships
david ricks,92.37,802.5,93,IPF,2017-06-14,world classic powerlifting championships
david woolson,92.7,830.0,93,IPF,2019-06-04,world classic powerlifting championships
dawid kawka,73.68,717.5,74,EPF,2022-11-25,european classic powerlifting championships
delaney wallace,82.75,842.5,83,IPF,2024-02-10,sheffield powerlifting championships
dennis cornelius,118.98,978.5,120,IPF,2016-06-19,world classic powerlifting championships
dennis fastelli,73.5,707.5,74,IPF,2023-06-11,world classic powerlifting championships
dickson giang,58.45,565.0,59,IPF,2022-08-31,world junior classic powerlifting championships
diego octavio salgado,104.09,855.0,105,IPF,2024-07-23,fisu world university powerlifting championships
dimitris davazoglou,82.5,750.0,83,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
dmitriy chebanov,65.7,627.5,66,IPF,2019-06-04,world classic powerlifting championships
dmitriy likhanov,104.05,830.0,105,IPF,2012-06-12,world classic powerlifting cup
dmitro pavlenko,117.5,877.5,120,EPF,2019-11-29,european classic powerlifting championships
dmitry lihanov,103.1,853.5,105,IPF,2014-06-01,world classic powerlifting championships
dmytro biliak,74.0,707.5,74,EPF,2024-03-12,european open classic powerlifting championships
dmytro vovk,119.8,881.0,120,EPF,2019-11-29,european classic powerlifting championships
dmytro vovk,142.5,960.0,120+,EPF,2021-12-03,european classic powerlifting championships
dominic tyrrell,82.45,775.0,83,IPF,2024-06-15,world classic powerlifting championships
doğukan sarı,104.4,827.5,105,IPF,2023-06-11,world classic powerlifting championships
dylan nelson #1,73.89,702.5,74,EPF,2023-12-04,european open classic powerlifting championships
eddie berglund,66.0,710.0,66,IPF,2022-06-06,world classic powerlifting championships
eddie berglund,73.4,742.5,74,IPF,2024-06-15,world classic powerlifting championships
edoardo mazzucchielli,82.65,793.0,83,EPF,2022-11-25,european classic powerlifting championships
eli burks,102.95,855.0,105,IPF,2019-06-04,world classic powerlifting championships
eliam tchandeu noundou,104.6,855.5,105,IPF,2024-07-23,fisu world university powerlifting championships
elliott sykes,72.7,766.0,74,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
emil krastev,92.75,895.0,93,IPF,2024-06-15,world classic powerlifting championships
emil norling,104.8,917.5,105,EPF,2021-12-03,european classic powerlifting championships
emilio cotti cometti,82.85,780.0,83,EPF,2021-12-03,european classic powerlifting championships
enahoro asein,82.4,812.5,83,EPF,2023-12-04,european open classic powerlifting championships
enrique lugo,119.8,910.0,120,IPF,2022-06-06,world classic powerlifting championships
erik karlsson #1,82.2,774.0,83,IPF,2019-06-04,world classic powerlifting championships
erik mata,104.61,820.0,105,EPF,2023-12-04,european open classic powerlifting championships
erik willis,118.85,900.0,120,IPF,2018-06-06,world classic powerlifting championships
erik willis,134.96,952.5,120+,IPF,2021-09-23,world classic powerlifting championships
ernst gross,104.85,840.0,105,IPF,2019-06-04,world classic powerlifting championships
etienne el chaer,119.1,958.5,120,IPF,2024-06-15,world classic powerlifting championships
etienne lited,58.48,565.0,59,IPF,2015-06-05,world classic powerlifting championships
evgeniy mukhomedyanov,58.52,570.0,59,IPF,2018-06-06,world classic powerlifting championships
fares sboui,104.5,852.5,105,IPF,2023-08-27,world junior and sub-junior classic championships
fatah toubal,81.6,797.5,83,IPF,2019-06-04,world classic powerlifting championships
federico murru,65.9,635.0,66,EPF,2024-03-12,european open classic powerlifting championships
francois maritz,118.65,865.0,120,IPF,2022-06-06,world classic powerlifting championships
franklin león,59.0,602.5,59,IPF,2019-06-04,world classic powerlifting championships
gabriele bellomo,82.85,800.0,83,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
garrett blevins,104.04,871.0,105,IPF,2018-06-06,world classic powerlifting championships
gavin adin,92.92,887.0,93,IPF,2024-02-10,sheffield powerlifting championships
giang dickson,58.55,560.0,59,IPF,2024-06-15,world classic powerlifting championships
giorgi gelashvili,52.6,480.0,53,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
guillaume gaignet,73.83,695.5,74,IPF,2023-10-31,world university powerlifting cup
guillaume jean marie flore,92.54,797.5,93,IPF,2024-07-23,fisu world university powerlifting championships
guillaume parisot,82.68,780.5,83,IPF,2023-10-31,world university powerlifting cup
gustav hedlund,92.5,895.0,93,IPF,2024-06-15,world classic powerlifting championships
hamza demir,104.9,836.5,105,IPF,2023-08-27,world junior and sub-junior classic championships
hassan el belghiti,65.61,655.0,66,IPF,2018-06-06,world classic powerlifting championships
hassan el belghiti,73.04,695.0,74,IPF,2015-06-05,world classic powerlifting championships
ilya marichev,58.65,588.5,59,EPF,2019-11-29,european classic powerlifting championships
ilya marichev,65.75,680.0,66,EPF,2021-12-03,european classic powerlifting championships
ilyes boughalem,164.65,955.0,120+,IPF,2023-06-11,world classic powerlifting championships
imad hamich,104.68,820.0,105,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
inderraj singh dhillon,119.41,920.5,120,EPF,2023-12-04,european open classic powerlifting championships
ion calmic,92.6,807.5,93,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
isaac baik,82.6,745.0,83,IPF,2019-06-04,world classic powerlifting championships
ishtyaq nabi,58.85,582.5,59,IPF,2024-06-15,world classic powerlifting championships
ivaylo hristov,119.93,927.5,120,IPF,2015-06-05,world classic powerlifting championships
iván campano díaz,59.0,602.5,59,IPF,2023-06-11,world classic powerlifting championships
jacek spychała,82.79,755.0,83,IPF,2017-06-14,world classic powerlifting championships
jack hopkins,92.22,807.5,93,EPF,2023-10-10,european junior and sub-junior classic powerlifting championships
jack reynolds,82.25,770.5,83,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
jack söderberg,82.65,787.5,83,IPF,2023-06-11,world classic powerlifting championships
jackson spencer,119.76,890.0,120,IPF,2018-06-06,world classic powerlifting championships
jaisyn mike,143.46,923.5,120+,IPF,2018-06-06,world classic powerlifting championships
jakub bellak,82.95,757.5,83,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
jakub pelikán,82.6,745.0,83,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
jakub sedláček,91.59,820.0,93,IPF,2017-06-14,world classic powerlifting championships
james adcock,92.15,807.5,93,IPF,2022-08-31,world junior classic powerlifting championships
james heely,158.56,952.5,120+,IPF,2016-06-19,world classic powerlifting championships
jamie jonathan foord,104.3,828.0,105,IPF,2023-10-31,world university powerlifting cup
jamie king #1,92.45,795.0,93,IPF,2023-06-11,world classic powerlifting championships
jayden edwards,118.5,902.5,120,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
jeffrey leung,73.75,695.0,74,IPF,2022-08-31,world junior classic powerlifting championships
jesper vogelius,103.95,830.0,105,IPF,2024-06-15,world classic powerlifting championships
jesus olivares,178.2,1152.5,120+,IPF,2023-03-25,sheffield powerlifting championships
jezza uepa,184.81,1035.0,120+,IPF,2017-06-14,world classic powerlifting championships
ji hoon jeong,58.25,577.5,59,IPF,2024-06-15,world classic powerlifting championships
joby truong,52.6,475.0,53,IPF,2022-08-31,world junior classic powerlifting championships
joel christopher catena,65.8,632.5,66,IPF,2023-06-11,world classic powerlifting championships
joey awala,82.62,772.5,83,EPF,2023-10-10,european junior and sub-junior classic powerlifting championships
johannes kristensen,83.0,757.5,83,EPF,2021-12-03,european classic powerlifting championships
john haack,82.8,813.0,83,IPF,2016-06-19,world classic powerlifting championships
john paul cauchi,65.84,627.5,66,IPF,2016-06-19,world classic powerlifting championships
jon gruden,80.35,752.5,83,IPF,2017-06-14,world classic powerlifting championships
jonah wiendieck,119.34,925.5,120,IPF,2023-08-27,world junior and sub-junior classic championships
jonathan cayco,92.65,893.0,93,IPF,2024-02-10,sheffield powerlifting championships
jonathan garcia #1,65.55,707.5,66,IPF,2024-06-15,world classic powerlifting championships
jonathan lewis #1,92.44,792.5,93,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
jonatán barros,58.95,585.0,59,IPF,2022-08-31,world junior classic powerlifting championships
joseph jordan #2,65.8,697.5,66,IPF,2024-06-15,world classic powerlifting championships
joseph jordan #2,73.5,702.5,74,IPF,2023-06-11,world classic powerlifting championships
joseph peña #1,177.2,937.5,120+,IPF,2019-06-04,world classic powerlifting championships
joshua greenfield,105.0,835.5,105,EPF,2019-11-29,european classic powerlifting championships
joshua ngoka,137.4,930.0,120+,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
joshua wright #1,73.6,752.5,74,IPF,2024-06-15,world classic powerlifting championships
josé castillo #1,82.4,770.0,83,IPF,2014-06-01,world classic powerlifting championships
josé manuel tordesillas villarrubia,82.3,740.0,83,IPF,2024-06-15,world classic powerlifting championships
joël vanhevel,103.5,820.0,105,IPF,2024-06-15,world classic powerlifting championships
julien balangwe bakinien,92.95,822.5,93,IPF,2024-06-15,world classic powerlifting championships
jure rus,82.16,752.5,83,IPF,2017-06-14,world classic powerlifting championships
jurins kengamu,82.65,845.0,83,IPF,2024-06-15,world classic powerlifting championships
kafui hotsonyame,82.4,770.0,83,IPF,2024-06-15,world classic powerlifting championships
kai-chieh chiang,82.05,792.5,83,IPF,2023-06-11,world classic powerlifting championships
kalin drashkov,65.97,640.0,66,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
kamo simonyan,113.75,865.0,120,IPF,2012-06-12,world classic powerlifting cup
karlo mikešić,104.57,835.0,105,EPF,2024-03-12,european open classic powerlifting championships
kasemsand senumong,65.3,707.5,66,IPF,2024-06-15,world classic powerlifting championships
kavwa sichone,65.8,642.5,66,IPF,2019-06-04,world classic powerlifting championships
kavwa sichone,72.85,700.0,74,IPF,2022-06-06,world classic powerlifting championships
keith mchoney,64.88,657.5,66,IPF,2016-06-19,world classic powerlifting championships
kelly branton,164.0,990.0,120+,IPF,2017-06-14,world classic powerlifting championships
kian terrado,73.5,695.0,74,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
kieran gray,119.99,907.5,120,EPF,2022-11-25,european classic powerlifting championships
killian valette,52.58,482.5,53,EPF,2023-10-10,european junior and sub-junior classic powerlifting championships
kjell egil bakkelund,73.55,812.5,74,IPF,2024-06-15,world classic powerlifting championships
kjell egil bakkelund,77.36,773.0,83,EPF,2017-09-23,arnold's europe powerlifting championships
kole metts,59.0,585.0,59,IPF,2019-06-04,world classic powerlifting championships
konstantin dunin,73.55,720.0,74,IPF,2019-06-04,world classic powerlifting championships
konstantin dunin,81.85,762.5,83,EPF,2021-12-03,european classic powerlifting championships
konstantin musaev,119.9,927.5,120,IPF,2021-09-23,world classic powerlifting championships
kristian eek haugen,116.4,867.5,120,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
kristóf bence budai,119.75,900.0,120,IPF,2024-06-15,world classic powerlifting championships
krzysztof wierzbicki,99.6,895.5,105,IPF,2019-01-27,reykjavík international games
krzysztof wierzbicki,92.25,847.5,93,IPF,2014-06-01,world classic powerlifting championships
kwaku antwi,92.5,827.5,93,IPF,2024-06-15,world classic powerlifting championships
