Name,BodyweightKg,TotalKg,WeightClassKg,Federation,Date,MeetName
aaron burch,51.94,472.5,53,IPF,2013-08-27,world juniors & sub-juniors championships
aaron gonzalez,92.69,850.0,93,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
aaron phillips #2,73.0,717.5,74,IPF,2015-11-09,world powerlifting championships
aaron ziffle,92.85,810.0,93,IPF,2018-11-05,world powerlifting championships
ab wolders,115.53,740.5,120,IPF,2014-09-21,world masters powerlifting championships
abbas al-abedi,102.25,662.5,105,IPF,2021-08-23,world juniors sub-juniors & masters championships
abbas al-sarray,72.6,597.5,74,IPF,2021-08-23,world juniors sub-juniors & masters championships
abbas pordel,117.1,642.5,120,IPF,2024-10-05,world classic & equipped masters powerlifting championships
abdelaziz aliouate,82.66,720.0,83,IPF,2011-09-26,world masters powerlifting championships
abdukarim tulegenov,81.27,770.0,83,IPF,2017-11-13,world powerlifting championships
abdul-tawab durani,103.8,860.0,105,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
abed eljabbar skaik,82.4,580.0,83,IPF,2022-08-27,world junior equipped powerlifting championships
abel chimaro,58.8,550.0,59,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
adam engsig karsoe,103.35,777.5,105,EPF,2023-05-02,european equipped powerlifting championships
adam jasiński,73.53,582.5,74,EPF,2014-07-08,european masters powerlifting championships
adam macdonald,124.19,597.5,120+,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
adam nash,159.26,940.0,120+,IPF,2011-11-08,world powerlifting championships
adam porteš,98.88,815.0,105,EPF,2019-05-04,european equipped powerlifting championships
adam ramzy,81.28,917.5,83,IPF,2017-07-24,world games
adam slabinski,50.62,345.0,53,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
adarsh bharath attavar,58.58,612.5,59,IPF,2023-08-24,world junior and sub-junior equipped championships
adiyatumur enkhbaatar,87.75,795.0,93,IPF,2023-11-13,world open equipped powerlifting championships
adlet anuarov,52.84,462.5,53,IPF,2015-08-31,world sub-juniors & juniors powerlifting championships
adrian guaquin,78.53,770.0,83,IPF,2017-11-13,world powerlifting championships
adrian kieblesz,82.14,600.0,83,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
adrian locke,102.69,890.0,105,IPF,2019-11-18,world powerlifting championships
adrian mcghee,58.72,340.0,59,IPF,2015-11-09,world powerlifting championships
adrian mcghee,62.3,362.5,66,IPF,2024-11-11,world open equipped powerlifting championships
adrian perhac,65.3,620.0,66,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
adrian smith #4,91.4,700.0,93,IPF,2018-09-03,world juniors & sub-juniors championships
adrian stiskal,72.83,480.0,74,EPF,2024-05-07,european open junior and sub-junior equipped powerlifting championships
adrian zuñiga,65.5,540.0,66,IPF,2014-11-03,world powerlifting championships
adrian świerczyński,91.8,682.5,93,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
adrien poinson,72.7,765.0,74,IPF,2014-09-01,world sub-juniors & juniors powerlifting championships
adrián manzanares herrero,64.9,475.0,66,EPF,2016-04-14,european sub-juniors & juniors championships
adrián solana guerrero,91.62,702.5,93,EPF,2016-04-14,european sub-juniors & juniors championships
aftab uddin,65.66,577.5,66,EPF,2024-05-07,european open junior and sub-junior equipped powerlifting championships
agoston flekacs,92.3,612.5,93,IPF,2014-09-01,world sub-juniors & juniors powerlifting championships
agris reppo,81.49,600.0,83,EPF,2017-05-08,european equipped powerlifting championships
agris reppo,91.45,722.5,93,EPF,2019-05-04,european equipped powerlifting championships
ahmed hassanin,190.25,1115.0,105+,IPF,2022-07-08,world games
ahmed hassanin,186.8,1085.0,120+,IPF,2021-11-08,world powerlifting championships
ahmet gurbanov,82.03,670.0,83,IPF,2012-11-10,world powerlifting championships
ahti prits,73.61,430.0,74,EPF,2014-07-08,european masters powerlifting championships
aibar sapakov,115.5,715.0,120,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
aidyn yelemessov,63.4,367.5,66,IPF,2023-10-08,world masters classic & equipped powerlifting championships
aimar kuusnõmm,72.99,740.0,74,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
aitas ospanov,56.9,497.5,59,IPF,2022-08-27,world junior equipped powerlifting championships
akbari mehrdad,98.0,775.0,105,IPF,2021-11-08,world powerlifting championships
akihiro nakane,71.38,550.0,74,IPF,2017-10-01,world masters powerlifting championships
akinori yasukura,73.64,530.0,74,IPF,2012-10-02,world masters powerlifting championships
aksel stavheim,86.56,730.0,93,EPF,2022-09-09,western european powerlifting championships
akzhol alymbek uulu,52.92,475.0,53,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
akzhol alymbek uulu,58.99,680.0,59,IPF,2017-08-28,world sub-juniors & juniors powerlifting championships
alain cuvelier,64.82,485.0,66,IPF,2011-09-26,world masters powerlifting championships
alan block,134.0,827.5,120+,IPF,2011-09-26,world masters powerlifting championships
alan krockover,103.25,735.0,105,IPF,2019-10-07,world masters powerlifting championships
alan krockover,105.75,750.0,120,IPF,2016-10-03,world masters championships
alan peeters,103.4,857.5,105,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
alan peeters,92.9,767.5,93,EPF,2015-04-07,european sub-junior & junior powerlifting championships
alan tepper,80.9,560.0,83,IPF,2015-09-28,world masters powerlifting championships
albert ruta,123.99,595.0,120+,EPF,2018-05-06,european men's championships
albert stankevich,52.5,335.0,53,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
albert stepanjan,82.14,375.0,83,EPF,2011-07-05,european masters powerlifting championships
albertas motiečius,65.4,510.0,66,EPF,2015-04-07,european sub-junior & junior powerlifting championships
albertas motiečius,72.12,615.0,74,EPF,2017-05-08,european equipped powerlifting championships
albian ramaj,74.95,420.0,83,EPF,2016-04-14,european sub-juniors & juniors championships
ale cambray orrason,92.49,787.5,93,EPF,2021-08-03,european open juniors & sub-juniors powerlifting championships
aleander huber,92.59,875.0,93,EPF,2017-05-08,european equipped powerlifting championships
aleandru cataramba,131.08,760.0,120+,EPF,2021-08-03,european open juniors & sub-juniors powerlifting championships
aleksander deltsov,91.9,613.0,93,IPF,2018-10-02,world masters powerlifting championships
aleksander petrov,58.79,547.5,59,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
aleksandr kuzmin,119.35,915.0,120,IPF,2021-08-23,world juniors sub-juniors & masters championships
aleksandr ognevoy,155.5,655.0,120+,IPF,2014-09-01,world sub-juniors & juniors powerlifting championships
aleksandr sergeev #8,82.88,820.0,83,IPF,2015-08-31,world sub-juniors & juniors powerlifting championships
aleksandr volkov,119.11,830.0,120,EPF,2012-07-17,european masters powerlifting championships
aleksandrs grigorjevs,121.67,915.0,120+,EPF,2016-09-23,arnold's europe powerlifting championships
aleksei agafoshin,91.99,860.0,93,EPF,2019-05-04,european equipped powerlifting championships
aleksei bakhirev,72.75,630.0,74,IPF,2021-08-23,world juniors sub-juniors & masters championships
aleksei ezhov,52.5,345.0,53,IPF,2019-08-26,world juniors & sub-juniors championships
aleksei rikhter,65.85,687.5,66,IPF,2021-08-23,world juniors sub-juniors & masters championships
aleksei zhuravskii,94.35,797.5,105,EPF,2019-05-04,european equipped powerlifting championships
aleksey bilinets,127.27,975.0,120+,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
aleksey fokin,115.14,1055.0,120,EPF,2015-05-06,european open men's championships
aleksey kudryavtsev,112.18,995.0,120,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
aleksey rikhter,58.51,551.0,59,EPF,2016-04-14,european sub-juniors & juniors championships
aleksey rikhter,64.16,627.5,66,EPF,2018-05-06,european men's championships
alessandro silvas,82.6,715.0,83,EPF,2015-07-14,european masters powerlifting championships
alessandro silvas,89.43,745.0,93,EPF,2012-07-17,european masters powerlifting championships
alex alvarado,118.8,732.5,120,IPF,2022-10-08,world masters classic & equipped powerlifting championships
alex cambray orrason,104.51,865.0,105,EPF,2019-05-04,european equipped powerlifting championships
alex cambray orrason,92.62,840.0,93,EPF,2024-05-07,european open junior and sub-junior equipped powerlifting championships
alex galant,57.54,367.5,59,IPF,2011-09-26,world masters powerlifting championships
alex galant,62.9,257.5,66,IPF,2019-10-07,world masters powerlifting championships
alex janowicz,72.59,492.5,74,EPF,2023-05-02,european equipped powerlifting championships
alex janowicz,76.0,515.0,83,IPF,2023-08-24,world junior and sub-junior equipped championships
alex ochoa #1,65.99,732.5,66,IPF,2016-11-14,world open championships
alex ochoa #1,73.75,847.5,74,IPF,2024-11-11,world open equipped powerlifting championships
alex ochoa #1,76.95,850.0,83,IPF,2022-07-08,world games
alex pugliese,92.45,815.0,93,IPF,2024-11-11,world open equipped powerlifting championships
alex stoll,112.56,765.0,120,IPF,2015-08-31,world sub-juniors & juniors powerlifting championships
alex véró,148.3,857.5,120+,EPF,2017-05-08,european equipped powerlifting championships
alex-edward raus,104.85,992.5,105,EPF,2014-04-09,european sub-juniors & juniors championships
alexander bukharov,82.25,787.5,83,EPF,2014-04-09,european sub-juniors & juniors championships
alexander davis,80.82,660.0,83,IPF,2019-08-26,world juniors & sub-juniors championships
alexander diepold,64.46,412.5,66,EPF,2012-07-17,european masters powerlifting championships
alexander dulepov,65.95,617.5,66,EPF,2011-06-11,european junior & sub-junior powerlifting championships
alexander eriksson #1,65.9,802.5,66,IPF,2024-11-11,world open equipped powerlifting championships
alexander eriksson #1,73.8,868.0,74,IPF,2018-11-05,world powerlifting championships
alexander geitner,104.12,710.0,105,EPF,2019-07-03,european masters championships
alexander geitner,111.5,730.0,120,EPF,2021-07-07,european masters powerlifting championships
alexander grigoryev,65.19,655.0,66,EPF,2018-05-06,european men's championships
alexander hoffmann,118.45,922.5,120,EPF,2014-05-07,european open powerlifting championships
alexander huber,82.8,852.5,83,EPF,2023-05-02,european equipped powerlifting championships
alexander huber,91.69,910.0,93,EPF,2018-05-06,european men's championships
alexander kang,64.89,632.5,66,IPF,2015-11-09,world powerlifting championships
alexander kang,66.52,597.5,74,IPF,2013-11-04,world powerlifting championships
alexander kirketeig,92.83,895.0,93,EPF,2015-05-06,european open men's championships
alexander kolbin,59.0,670.0,59,EPF,2015-05-06,european open men's championships
alexander kolbin,64.45,715.0,66,EPF,2014-05-07,european open powerlifting championships
alexander lancaster,82.2,745.0,83,EPF,2018-05-06,european men's championships
alexander lancaster,90.28,805.0,93,IPF,2019-08-26,world juniors & sub-juniors championships
alexander moiseev,57.65,452.5,59,EPF,2013-07-09,european masters powerlifting championships
alexander molin,65.92,757.5,66,EPF,2013-05-07,european open powerlifting championships
alexander nikitin,82.7,700.0,83,IPF,2021-08-23,world juniors sub-juniors & masters championships
alexander nilsson,130.7,917.5,120+,IPF,2017-10-01,world masters powerlifting championships
alexander pelovski,109.45,800.0,120,EPF,2023-05-02,european equipped powerlifting championships
alexander shipshin,65.86,695.0,66,IPF,2013-08-27,world juniors & sub-juniors championships
alexander vasev,92.14,865.0,93,IPF,2013-08-27,world juniors & sub-juniors championships
alexandr ivanov,65.35,602.5,66,IPF,2022-08-27,world junior equipped powerlifting championships
alexandr zagrevskiy,121.83,680.0,120+,IPF,2015-08-31,world sub-juniors & juniors powerlifting championships
alexandru cataramba,119.23,765.0,120,IPF,2019-08-26,world juniors & sub-juniors championships
alexandru cataramba,133.15,755.0,120+,IPF,2021-08-23,world juniors sub-juniors & masters championships
alexandru cazacu,102.13,690.0,105,EPF,2017-05-08,european equipped powerlifting championships
alexandru cazacu,119.35,790.0,120,IPF,2024-11-11,world open equipped powerlifting championships
alexandru cazacu,82.15,477.5,83,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
alexandru cazacu,91.9,692.5,93,EPF,2015-10-10,danube cup
alexandru moruş,82.2,690.0,83,EPF,2017-10-06,danube cup
alexei kulakov,53.0,485.0,53,IPF,2014-09-01,world sub-juniors & juniors powerlifting championships
alexei laurenz agabon,58.75,550.0,59,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
alexey bakhirev,73.01,670.0,74,EPF,2017-09-23,arnold's europe powerlifting championships
alexey efimik,92.87,780.0,93,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
alexey fursov,78.1,765.0,83,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
alexey pankrashev,107.43,915.0,120,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
alexey shvedov,82.16,632.5,83,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
alexey sorokin,82.71,930.0,83,EPF,2017-05-08,european equipped powerlifting championships
alexey tsapa,82.16,727.5,83,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
alexey tsapa,92.32,837.5,93,IPF,2013-08-27,world juniors & sub-juniors championships
alexis maher,73.3,847.5,74,IPF,2024-11-11,world open equipped powerlifting championships
alexis maher,77.45,837.5,83,IPF,2022-07-08,world games
aleš krušina,81.84,592.5,83,EPF,2017-05-08,european equipped powerlifting championships
aleš vrzák,92.1,477.5,93,EPF,2023-07-05,european equipped masters powerlifting championships
alfred neumaier,102.0,605.0,105,IPF,2014-09-21,world masters powerlifting championships
ali gharbawee,90.05,745.0,93,IPF,2021-08-23,world juniors sub-juniors & masters championships
ali qaband,82.15,580.0,83,IPF,2024-10-05,world classic & equipped masters powerlifting championships
alimbek rakhimov,73.9,662.5,74,IPF,2018-10-02,world masters powerlifting championships
alimbek rakhimov,82.85,710.0,83,IPF,2019-10-07,world masters powerlifting championships
alistair cannings,72.85,652.5,74,EPF,2011-06-11,european junior & sub-junior powerlifting championships
alistair cannings,82.0,735.0,83,IPF,2014-09-01,world sub-juniors & juniors powerlifting championships
allan fuglsang,108.15,490.0,120,IPF,2021-08-23,world juniors sub-juniors & masters championships
allan grenier,104.93,1000.0,105,EPF,2019-05-04,european equipped powerlifting championships
allan grenier,106.1,1025.0,120,IPF,2021-11-08,world powerlifting championships
allan grenier,92.96,837.5,93,IPF,2013-08-27,world juniors & sub-juniors championships
allen ottolangui,73.9,605.0,74,EPF,2011-07-05,european masters powerlifting championships
allen pennington,94.55,677.5,105,IPF,2018-09-03,world juniors & sub-juniors championships
almaz mansurov,73.1,705.0,74,EPF,2015-04-07,european sub-junior & junior powerlifting championships
alonso fonseca,72.24,560.0,74,IPF,2014-11-03,world powerlifting championships
alwin c b,117.1,597.5,120,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
alzakhguibaatar naljir,92.42,755.0,93,IPF,2017-10-01,world masters powerlifting championships
amaljith s,52.55,440.0,53,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
aman bhagat,73.58,702.5,74,IPF,2023-08-24,world junior and sub-junior equipped championships
amandas paulauskas,116.41,1055.0,120,IPF,2011-11-08,world powerlifting championships
amarjargal ydamsuren,102.65,492.5,105,IPF,2018-10-02,world masters powerlifting championships
amarsanaa khuujii,73.35,490.0,74,IPF,2023-10-08,world masters classic & equipped powerlifting championships
ameer ismael,119.3,800.0,120,IPF,2021-08-23,world juniors sub-juniors & masters championships
amer khorshid,113.55,717.5,120,IPF,2024-10-05,world classic & equipped masters powerlifting championships
amerigo brunetti,104.92,795.0,105,EPF,2016-09-08,western european powerlifting championships
amir asadollah zadeh rezaabadi,73.2,677.5,74,IPF,2021-11-08,world powerlifting championships
amit nimbalkar,127.88,675.0,120+,IPF,2015-11-09,world powerlifting championships
amrik mehta,58.26,475.0,59,EPF,2014-09-11,western european powerlifting championships
anastasios tersenidis,109.4,660.0,120,EPF,2018-10-12,balkan cup
anatolii goriachok,73.05,825.0,74,EPF,2014-05-07,european open powerlifting championships
anatolii zaiets,95.07,710.0,105,EPF,2021-08-03,european open juniors & sub-juniors powerlifting championships
anatoly evgrafov,114.69,655.0,120,EPF,2012-07-17,european masters powerlifting championships
andras odor,92.2,760.0,93,EPF,2013-10-05,danube cup
andre gholson,118.54,962.5,120,IPF,2015-09-28,world masters powerlifting championships
andre gholson,132.14,917.5,120+,IPF,2012-10-02,world masters powerlifting championships
andrea la rocca,82.69,755.0,83,EPF,2014-09-11,western european powerlifting championships
andrea mirabelli,104.74,782.5,105,EPF,2018-09-14,western european championships
andrea zaino,65.5,680.0,66,EPF,2019-05-04,european equipped powerlifting championships
andreas blank,139.78,825.0,120+,EPF,2012-07-17,european masters powerlifting championships
andreas burtscher,54.91,225.0,59,IPF,2015-11-09,world powerlifting championships
andreas cleja,102.7,620.0,105,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
andreas ellberg,81.56,540.0,83,EPF,2023-07-05,european equipped masters powerlifting championships
andreas hjelmtveit,110.95,1005.0,120,IPF,2015-11-09,world powerlifting championships
andreas jandorek,92.6,877.5,93,EPF,2023-05-02,european equipped powerlifting championships
andreas petrenz,82.46,620.0,83,IPF,2017-10-01,world masters powerlifting championships
andreas stangl,93.55,762.5,105,EPF,2011-05-03,european powerlifting championships
andreas stangl,91.9,760.0,93,EPF,2012-05-08,european open powerlifting championships
andreas stiglbauer,81.17,762.5,83,IPF,2017-11-13,world powerlifting championships
andrei cioflica,65.41,585.0,66,EPF,2016-05-11,european powerlifting championships
andrei cioflica,73.2,665.0,74,IPF,2018-11-05,world powerlifting championships
andrei georgescu,52.75,492.5,53,IPF,2022-08-27,world junior equipped powerlifting championships
andrei georgescu,57.73,517.5,59,EPF,2023-05-02,european equipped powerlifting championships
andrei iacobescu,62.78,470.0,66,EPF,2021-08-03,european open juniors & sub-juniors powerlifting championships
andrei nicolae irimie,73.25,630.0,74,EPF,2013-10-05,danube cup
andrei nicolae irimie,82.24,707.5,83,EPF,2024-05-07,european open junior and sub-junior equipped powerlifting championships
andrej košík,73.38,475.0,74,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
andrej mesík,64.36,525.0,66,EPF,2018-05-06,european men's championships
andres külaviir,104.07,760.0,105,IPF,2016-10-03,world masters championships
andrew bryant,82.06,647.5,83,IPF,2017-10-01,world masters powerlifting championships
andrew cameron,113.86,850.0,120,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
andrew cargill,145.42,900.0,120+,IPF,2022-10-08,world masters classic & equipped powerlifting championships
andrew conner,61.75,437.5,66,EPF,2011-06-11,european junior & sub-junior powerlifting championships
andrew conner,69.53,500.0,74,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
andrew priebe,65.16,525.0,66,IPF,2017-10-01,world masters powerlifting championships
andrew spiers,91.75,737.5,93,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
andrew thomas,73.0,682.5,74,IPF,2014-09-01,world sub-juniors & juniors powerlifting championships
andrew thompson #1,119.3,855.0,120,EPF,2011-09-16,western european powerlifting championships
andrey bystrov,104.55,877.5,105,EPF,2014-04-09,european sub-juniors & juniors championships
andrey danilov,73.8,740.0,74,EPF,2012-06-05,european juniors & sub-juniors powerlifting championships
andrey drachev,119.55,1072.5,120,IPF,2011-11-08,world powerlifting championships
andrey inin,104.42,937.5,105,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
andrey ivanets,92.56,845.0,93,EPF,2011-05-03,european powerlifting championships
andrey konovalov #1,160.52,1177.5,105+,IPF,2013-07-30,world games
andrey konovalov #1,161.4,1227.5,120+,IPF,2018-11-05,world powerlifting championships
andrey kostenko,63.29,710.0,66,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
andrey kruk,82.54,792.5,83,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
andrey kruk,92.5,822.5,93,EPF,2014-04-09,european sub-juniors & juniors championships
andrey nikiforov,91.4,690.0,93,EPF,2014-04-09,european sub-juniors & juniors championships
andrey poroshin,64.64,627.5,66,IPF,2015-08-31,world sub-juniors & juniors powerlifting championships
andrey prokopenko,73.59,882.5,74,IPF,2017-11-13,world powerlifting championships
andrey prokopenko,74.37,867.5,83,IPF,2017-07-24,world games
andrey rein,52.6,422.5,53,EPF,2014-04-09,european sub-juniors & juniors championships
andrey sergeev,58.95,510.0,59,EPF,2011-06-11,european junior & sub-junior powerlifting championships
andrey sergeev,65.54,605.0,66,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
andrey shurbenkov,104.82,1010.0,105,EPF,2011-05-03,european powerlifting championships
andrey shurbenkov,115.1,1022.5,120,EPF,2014-05-07,european open powerlifting championships
andrey zubenko,103.4,762.5,105,EPF,2015-04-07,european sub-junior & junior powerlifting championships
andri eric külaviir,82.73,640.0,83,EPF,2016-04-14,european sub-juniors & juniors championships
andrii hnatiuk,82.8,650.0,83,IPF,2018-09-03,world juniors & sub-juniors championships
andrii manastyrskyi,73.3,627.5,74,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
andrii shevchenko,139.4,1100.0,105+,IPF,2022-07-08,world games
andrii shevchenko,154.35,1147.5,120+,IPF,2024-11-11,world open equipped powerlifting championships
andrii stepanov,73.97,697.5,74,EPF,2024-05-07,european open junior and sub-junior equipped powerlifting championships
andrius naglius,82.94,745.0,83,IPF,2011-11-08,world powerlifting championships
andriy bilyk,73.1,642.5,74,EPF,2015-04-07,european sub-junior & junior powerlifting championships
andriy bilyk,82.33,782.5,83,EPF,2018-05-06,european men's championships
andriy naniev,82.58,940.0,83,IPF,2015-11-09,world powerlifting championships
andrzej woźniak,121.0,640.0,120+,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
andré garcia #1,73.04,735.0,74,IPF,2014-11-03,world powerlifting championships
andré hentschel,92.68,872.5,93,IPF,2011-11-08,world powerlifting championships
andré midtby,91.34,790.0,93,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
andré sjöholm,148.4,762.5,120+,EPF,2012-06-05,european juniors & sub-juniors powerlifting championships
andy askow,146.81,790.0,120+,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
andy bui,52.29,480.0,53,IPF,2019-08-26,world juniors & sub-juniors championships
andy champ,99.02,832.5,105,EPF,2023-07-05,european equipped masters powerlifting championships
andy champ,92.64,832.5,93,EPF,2019-05-04,european equipped powerlifting championships
andy mahon,101.2,855.0,105,IPF,2011-11-08,world powerlifting championships
angel chávez #1,52.86,527.5,53,IPF,2013-08-27,world juniors & sub-juniors championships
angel flores #4,63.3,577.5,66,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
angelo cuylle,80.47,590.0,83,EPF,2014-09-11,western european powerlifting championships
angelos hoikas,81.06,765.0,83,EPF,2016-09-08,western european powerlifting championships
anibal manuel coimbra marques,104.39,1047.5,105,IPF,2012-11-10,world powerlifting championships
ankhbaatar munkhuu,82.84,460.0,83,IPF,2015-09-28,world masters powerlifting championships
antanas micius,71.3,447.5,74,IPF,2021-08-23,world juniors sub-juniors & masters championships
antero juntunen,93.23,587.5,105,EPF,2017-07-11,european masters championships
antero juntunen,82.6,582.5,83,EPF,2011-07-05,european masters powerlifting championships
antero juntunen,91.05,582.5,93,IPF,2016-10-03,world masters championships
anthony burden,91.99,715.0,93,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
anthony cusano,91.95,860.0,93,IPF,2018-11-05,world powerlifting championships
anthony sanchez,82.55,772.5,83,IPF,2019-08-26,world juniors & sub-juniors championships
anton karachentsev,65.8,715.0,66,EPF,2013-05-07,european open powerlifting championships
anton kolganov,92.1,707.5,93,IPF,2014-09-01,world sub-juniors & juniors powerlifting championships
anton mihok,72.7,577.5,74,IPF,2024-10-05,world classic & equipped masters powerlifting championships
anton mårtensson,137.73,912.5,120+,EPF,2024-05-07,european open junior and sub-junior equipped powerlifting championships
anton pravnik,91.2,907.5,93,EPF,2016-05-11,european powerlifting championships
anton pristupnikov,104.38,897.5,105,IPF,2015-08-31,world sub-juniors & juniors powerlifting championships
anton savkin,58.36,535.0,59,IPF,2023-08-24,world junior and sub-junior equipped championships
anton savkin,65.3,655.0,66,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
antoni mastrolorenzo,73.58,790.0,74,EPF,2018-05-06,european men's championships
antoni mastrolorenzo,74.41,775.0,83,EPF,2019-05-04,european equipped powerlifting championships
antonio campillo aráez,71.78,537.5,74,EPF,2018-07-03,european masters championships
antonio contenta,100.52,767.5,105,EPF,2016-09-08,western european powerlifting championships
antonio gonzález #1,99.74,780.0,105,IPF,2012-10-02,world masters powerlifting championships
antonio gorga,88.3,850.0,93,IPF,2024-11-11,world open equipped powerlifting championships
antonio jimenez diego,73.47,735.0,74,IPF,2017-11-13,world powerlifting championships
antonio mastrolonardo,73.91,610.0,74,EPF,2014-07-08,european masters powerlifting championships
antoniuk sergii,58.55,620.0,59,EPF,2011-06-11,european junior & sub-junior powerlifting championships
ants torri,55.72,320.0,59,IPF,2016-10-03,world masters championships
antti karesola,82.61,710.0,83,EPF,2015-09-11,western european powerlifting championships
antti liimatainen,82.46,707.5,83,IPF,2016-10-03,world masters championships
antti nevalainen,180.2,920.0,120+,EPF,2022-07-06,european masters equipped powerlifting championships
antti savolainen,65.65,775.0,66,IPF,2018-11-05,world powerlifting championships
antti savolainen,71.88,760.0,74,EPF,2023-05-02,european equipped powerlifting championships
antti timonen,92.11,627.5,93,EPF,2011-07-05,european masters powerlifting championships
argo erit,111.4,780.0,120,IPF,2024-11-11,world open equipped powerlifting championships
ari myllyniemi,115.5,665.0,120,EPF,2019-07-03,european masters championships
ari oksanen,81.5,665.0,83,EPF,2011-07-05,european masters powerlifting championships
ari-pekka töllikkö,58.83,452.5,59,EPF,2015-07-14,european masters powerlifting championships
ariel arauz,89.6,832.5,93,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
ariunbaatar sharawdorj,73.28,692.5,74,IPF,2013-11-04,world powerlifting championships
ariunjargal luvsanchultem,101.4,745.0,105,IPF,2024-10-05,world classic & equipped masters powerlifting championships
ariyo sanyaolu,104.85,802.5,105,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
arkadiy shalokha,73.18,815.0,74,EPF,2011-05-03,european powerlifting championships
arne giseth geir,136.98,887.5,120+,IPF,2014-09-21,world masters powerlifting championships
arni jonsson,139.5,705.0,120+,EPF,2023-09-08,western european powerlifting championships
arron gonzales,150.1,977.5,120+,IPF,2014-09-01,world sub-juniors & juniors powerlifting championships
arsen stefanyshyn,58.64,455.0,59,EPF,2024-05-07,european open junior and sub-junior equipped powerlifting championships
arsenii hildenberh,65.3,557.5,66,IPF,2014-09-01,world sub-juniors & juniors powerlifting championships
arsenii konkov,93.0,762.5,93,IPF,2019-08-26,world juniors & sub-juniors championships
artem kruhlik,81.37,677.5,83,EPF,2017-05-08,european equipped powerlifting championships
artem litvinenko,137.09,1087.5,120+,EPF,2018-05-06,european men's championships
artem pantelieiev,82.25,822.5,83,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
artem platonov,81.83,800.0,83,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
artem puzirnikov,82.7,872.5,83,EPF,2011-06-11,european junior & sub-junior powerlifting championships
artem shevchenko,91.84,652.5,93,EPF,2017-05-08,european equipped powerlifting championships
artemy kudin,73.6,657.5,74,EPF,2012-06-05,european juniors & sub-juniors powerlifting championships
arthur cowley,99.37,747.5,105,EPF,2011-07-05,european masters powerlifting championships
arto kettunen,65.4,612.5,66,EPF,2011-06-11,european junior & sub-junior powerlifting championships
artur białek,58.6,407.5,59,EPF,2012-06-05,european juniors & sub-juniors powerlifting championships
artur dimmel,82.9,722.5,83,EPF,2011-06-11,european junior & sub-junior powerlifting championships
artur dimmel,90.22,780.0,93,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
arun sai kumar,88.95,627.5,93,IPF,2018-09-03,world juniors & sub-juniors championships
asgeir hoel,104.6,1022.5,105,IPF,2024-11-11,world open equipped powerlifting championships
asgeir hoel,107.28,950.0,120,IPF,2019-11-18,world powerlifting championships
ashton rouska,81.9,767.5,83,IPF,2014-09-01,world sub-juniors & juniors powerlifting championships
ashwani kumar,77.5,597.5,83,IPF,2018-10-02,world masters powerlifting championships
asif ali. b. s,119.74,820.0,120,IPF,2019-11-18,world powerlifting championships
