Name,BodyweightKg,TotalKg,WeightClassKg,Federation,Date,MeetName
mykhaylo bulanyy,93.0,847.5,93,IPF,2014-06-01,world classic powerlifting championships
māris juzups,119.8,872.5,120,EPF,2018-11-24,european classic powerlifting championships
naoki terunuma,92.55,777.5,93,IPF,2023-06-11,world classic powerlifting championships
nathan gevao,83.0,782.5,83,IPF,2022-08-31,world junior classic powerlifting championships
nathan gevao,92.62,810.0,93,IPF,2023-08-27,world junior and sub-junior classic championships
nathaniel massiah,92.8,845.5,93,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
nick manders,82.55,797.5,83,IPF,2023-06-11,world classic powerlifting championships
nick roberts #3,101.97,792.5,105,IPF,2017-06-14,world classic powerlifting championships
nick tylutki,103.79,822.5,105,IPF,2015-06-05,world classic powerlifting championships
nicola atorino,92.6,775.0,93,EPF,2023-09-08,western european powerlifting championships
nicolas peyraud,104.24,840.0,105,IPF,2021-09-23,world classic powerlifting championships
nicolas peyraud,118.8,907.5,120,IPF,2024-06-15,world classic powerlifting championships
niko lappi,92.71,792.5,93,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
nikolay zemtsov,82.42,747.5,83,IPF,2021-09-23,world classic powerlifting championships
noah nativel,65.61,617.5,66,IPF,2024-07-23,fisu world university powerlifting championships
nonso chinye,118.3,938.0,120,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
novak lukić,104.02,805.0,105,EPF,2022-11-25,european classic powerlifting championships
oleksandr hanhur,102.8,810.0,105,EPF,2019-11-29,european classic powerlifting championships
oleksii titov,65.94,635.0,66,IPF,2021-09-23,world classic powerlifting championships
oleksiy vyshnytskyy,115.95,852.5,120,EPF,2018-11-24,european classic powerlifting championships
olivier vervalle,118.8,880.0,120,IPF,2022-06-06,world classic powerlifting championships
olivér susa,104.95,822.5,105,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
owen hubbard,82.49,777.0,83,IPF,2018-06-06,world classic powerlifting championships
pablo anderson perez,73.3,740.0,74,IPF,2024-06-15,world classic powerlifting championships
pablo sánchez urriza,83.0,732.5,83,IPF,2023-08-27,world junior and sub-junior classic championships
paco castillo,91.27,770.0,93,EPF,2022-09-09,western european powerlifting championships
panagiotis tarinidis,65.65,707.5,66,IPF,2024-06-15,world classic powerlifting championships
pascal suckow,92.25,790.0,93,IPF,2022-06-06,world classic powerlifting championships
patrick kürzi,82.15,755.0,83,IPF,2024-06-15,world classic powerlifting championships
paul harayo,115.44,865.0,120,IPF,2023-08-27,world junior and sub-junior classic championships
paul rembauville,73.9,745.0,74,IPF,2023-06-11,world classic powerlifting championships
paul rembauville,82.06,797.5,83,EPF,2024-03-12,european open classic powerlifting championships
paul-johannes heddrich,119.05,840.0,120,IPF,2019-06-04,world classic powerlifting championships
pavel benda,118.85,823.5,120,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
pavel marda,73.98,717.5,74,IPF,2016-06-19,world classic powerlifting championships
pavlo nakonechnyy,174.4,1010.5,120+,EPF,2018-11-24,european classic powerlifting championships
pedro joel aragoneses guerrero,104.03,804.5,105,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
percy covic,113.92,875.0,120,IPF,2023-08-27,world junior and sub-junior classic championships
peyton johnson #1,91.5,790.0,93,IPF,2023-08-27,world junior and sub-junior classic championships
pierre renaud,82.47,747.5,83,EPF,2022-09-09,western european powerlifting championships
pijus alisauskas,82.7,730.0,83,IPF,2023-06-11,world classic powerlifting championships
piotr sadowski #1,119.75,900.0,120,IPF,2018-06-06,world classic powerlifting championships
quentin gilbert,92.85,785.0,93,IPF,2015-06-05,world classic powerlifting championships
rait sagor,104.7,802.5,105,IPF,2015-06-05,world classic powerlifting championships
ray williams #1,181.22,1090.0,120+,IPF,2017-06-14,world classic powerlifting championships
regin sga stergakis,104.45,903.5,105,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
rene brunner,104.5,800.0,105,EPF,2023-02-28,european masters classic powerlifting championships
rene caky,103.15,891.0,105,EPF,2021-12-03,european classic powerlifting championships
renzo santelices,65.9,622.5,66,IPF,2019-06-04,world classic powerlifting championships
rené hofer,92.85,785.0,93,EPF,2022-11-25,european classic powerlifting championships
riccardo angelini,73.98,705.0,74,IPF,2021-09-23,world classic powerlifting championships
riccardo montanelli eccher,104.46,795.0,105,IPF,2023-08-27,world junior and sub-junior classic championships
richard cho,73.65,705.5,74,IPF,2019-06-04,world classic powerlifting championships
richard van bezooijen,91.6,805.0,93,IPF,2024-06-15,world classic powerlifting championships
richmond baiden,92.75,830.0,93,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
robert barsegyan,81.65,727.5,83,EPF,2019-11-29,european classic powerlifting championships
robin larsson,92.54,805.0,93,EPF,2023-12-04,european open classic powerlifting championships
rogerio almeida de sousa,104.15,792.5,105,IPF,2022-06-06,world classic powerlifting championships
rogerio almeida de sousa,118.75,872.5,120,IPF,2024-06-15,world classic powerlifting championships
rondel hunte,104.7,883.5,105,IPF,2018-06-06,world classic powerlifting championships
ross leppala,82.4,747.5,83,IPF,2024-10-05,world classic & equipped masters powerlifting championships
rubén fuentes medina,103.1,840.0,105,EPF,2024-03-12,european open classic powerlifting championships
rubén fuentes medina,91.53,802.5,93,EPF,2022-11-25,european classic powerlifting championships
rubén rodríguez castro,92.45,780.0,93,EPF,2021-12-03,european classic powerlifting championships
russel orhii,82.65,843.5,83,IPF,2024-06-15,world classic powerlifting championships
ryan duffield,91.3,787.5,93,EPF,2023-09-08,western european powerlifting championships
ryan j stills,119.54,850.0,120,IPF,2021-09-23,world classic powerlifting championships
ryan kiecker,92.1,770.0,93,IPF,2023-06-11,world classic powerlifting championships
ryuichiro kubota,66.0,647.5,66,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
saheed aregbe,82.65,770.5,83,EPF,2024-09-13,western european powerlifting championships
sam watt,103.75,860.0,105,EPF,2019-11-29,european classic powerlifting championships
sammy aboagye-kodjoe,65.84,632.5,66,IPF,2023-08-27,world junior and sub-junior classic championships
samuel forsberg,103.3,820.0,105,IPF,2024-06-15,world classic powerlifting championships
samuel kwan,65.76,615.0,66,IPF,2023-08-27,world junior and sub-junior classic championships
sanchez dillon,104.2,867.5,105,IPF,2024-06-15,world classic powerlifting championships
santos jimenez,65.8,670.0,66,IPF,2024-06-15,world classic powerlifting championships
sascha stendebach,92.41,863.0,93,EPF,2021-09-03,western european powerlifting championships
sawyer yandell,65.14,619.0,66,IPF,2017-06-14,world classic powerlifting championships
scott jennings,82.4,745.0,83,IPF,2023-06-11,world classic powerlifting championships
sean jin,82.3,797.5,83,IPF,2022-08-31,world junior classic powerlifting championships
sean noriega,82.02,750.0,83,IPF,2017-06-14,world classic powerlifting championships
semih aygün,92.48,807.5,93,EPF,2023-10-10,european junior and sub-junior classic powerlifting championships
sen yang,104.03,817.5,105,IPF,2017-06-14,world classic powerlifting championships
sergey fedosienko,58.48,669.5,59,IPF,2016-06-19,world classic powerlifting championships
sergey gladkikh,65.96,687.5,66,IPF,2021-09-23,world classic powerlifting championships
sergey lupin,92.0,775.0,93,EPF,2017-03-12,european classic powerlifting championships
sergey skochek,65.15,632.5,66,IPF,2013-06-11,world classic powerlifting championships
shane nutt,92.0,795.0,93,IPF,2022-08-31,world junior classic powerlifting championships
siim salin,118.7,835.0,120,IPF,2024-06-15,world classic powerlifting championships
sil maris,92.4,805.0,93,IPF,2024-06-15,world classic powerlifting championships
simen johnson myrvold,83.0,748.0,83,EPF,2024-09-13,western european powerlifting championships
sofiane belkesir,104.45,837.5,105,IPF,2014-06-01,world classic powerlifting championships
sofiane belkesir,113.64,822.5,120,IPF,2018-06-06,world classic powerlifting championships
souleiman turki,82.8,765.0,83,IPF,2023-08-27,world junior and sub-junior classic championships
stanley cocker,117.29,825.0,120,IPF,2018-06-06,world classic powerlifting championships
stanley odin,159.22,990.0,120+,EPF,2023-12-04,european open classic powerlifting championships
stephen cascioli,65.93,650.0,66,IPF,2018-06-06,world classic powerlifting championships
stephen manuel,103.61,861.0,105,EPF,2016-09-23,arnold's europe powerlifting championships
stephen manuel,92.1,785.0,93,IPF,2014-06-01,world classic powerlifting championships
stephen pritchard,119.15,847.5,120,IPF,2014-06-01,world classic powerlifting championships
steven cormier,79.95,727.5,83,IPF,2024-10-05,world classic & equipped masters powerlifting championships
steven day,74.0,707.5,74,IPF,2023-06-11,world classic powerlifting championships
suradzh chebotar,65.6,620.0,66,IPF,2013-06-11,world classic powerlifting championships
szilárd bereczki-király,118.05,857.5,120,IPF,2023-06-11,world classic powerlifting championships
taiga sato,58.75,582.5,59,IPF,2022-08-31,world junior classic powerlifting championships
taiga sato,65.74,645.0,66,IPF,2023-08-27,world junior and sub-junior classic championships
talha çetin,117.02,845.0,120,IPF,2021-09-23,world classic powerlifting championships
tamás temesvári,92.83,777.5,93,EPF,2024-03-12,european open classic powerlifting championships
tanno de pender,103.68,800.0,105,IPF,2022-06-06,world classic powerlifting championships
tanno de pender,92.85,787.5,93,EPF,2019-11-29,european classic powerlifting championships
taras melnichuk,117.06,905.0,120,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
taylor atwood,73.75,790.5,74,IPF,2019-06-04,world classic powerlifting championships
temur samkharadze,160.8,1087.5,120+,IPF,2024-06-15,world classic powerlifting championships
teodor radev,92.9,792.5,93,EPF,2021-12-03,european classic powerlifting championships
tetsuo nakagawa,82.1,742.5,83,IPF,2024-06-15,world classic powerlifting championships
thomas bouyer,73.7,702.5,74,EPF,2023-10-10,european junior and sub-junior classic powerlifting championships
thomas czaplicki,82.19,765.5,83,EPF,2024-03-01,european university cup
thomas franco,92.4,772.5,93,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
thomas gear,91.45,777.5,93,IPF,2022-06-06,world classic powerlifting championships
thomas johnston #5,104.82,792.5,105,IPF,2023-08-27,world junior and sub-junior classic championships
thomas jost #1,92.42,787.5,93,EPF,2024-03-12,european open classic powerlifting championships
thomas scanlon,82.4,752.5,83,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
tianyu xiao,81.2,737.5,83,IPF,2024-06-15,world classic powerlifting championships
timi ogunfowokan,112.94,840.0,120,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
timo jakobi,103.26,860.0,105,EPF,2024-03-12,european open classic powerlifting championships
timothy monigatti,73.8,790.0,74,IPF,2024-06-15,world classic powerlifting championships
timothy monigatti,82.4,765.0,83,IPF,2022-06-06,world classic powerlifting championships
timur fedotov,104.95,822.5,105,IPF,2019-06-04,world classic powerlifting championships
tj gear,91.8,775.0,93,IPF,2021-09-23,world classic powerlifting championships
tom martin #1,92.8,772.5,93,IPF,2014-06-01,world classic powerlifting championships
tomi muhonen,104.45,805.0,105,IPF,2013-06-11,world classic powerlifting championships
toni johannessen amengual,104.4,881.0,105,EPF,2024-09-13,western european powerlifting championships
tony cliffe,119.5,952.5,120,IPF,2023-06-11,world classic powerlifting championships
tristan ho,65.54,642.5,66,IPF,2023-08-27,world junior and sub-junior classic championships
tristan nazelrod,119.4,865.0,120,IPF,2019-06-04,world classic powerlifting championships
tristan sunde,119.5,837.5,120,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
trygve sletten,92.17,830.0,93,EPF,2024-03-12,european open classic powerlifting championships
tsung-ting hsieh,65.7,682.5,66,IPF,2019-06-04,world classic powerlifting championships
tuan-hien tran,65.62,632.5,66,IPF,2023-08-27,world junior and sub-junior classic championships
tuomas hautala,104.4,842.5,105,EPF,2021-12-03,european classic powerlifting championships
tuomas hautala,119.22,875.0,120,IPF,2015-06-05,world classic powerlifting championships
ulan anuar,82.4,795.0,83,IPF,2017-06-14,world classic powerlifting championships
uros pihler,104.35,810.0,105,IPF,2024-06-15,world classic powerlifting championships
valentin cure,82.17,726.0,83,EPF,2022-09-09,western european powerlifting championships
valentin dupuy-noel,58.35,580.0,59,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
valentin fruchard,65.9,632.5,66,EPF,2024-03-12,european open classic powerlifting championships
valerio nunziata,65.14,610.0,66,EPF,2023-10-10,european junior and sub-junior classic powerlifting championships
vasyl mytsa,65.5,600.0,66,EPF,2018-11-24,european classic powerlifting championships
vid leskovar,92.65,777.5,93,EPF,2019-11-29,european classic powerlifting championships
viktor marynenko,118.35,870.0,120,EPF,2016-03-05,european classic powerlifting championships
viktor samúelsson,104.85,812.5,105,IPF,2023-06-11,world classic powerlifting championships
vladimir golubev,118.2,835.0,120,IPF,2013-06-11,world classic powerlifting championships
vladimir karaman,92.75,782.5,93,EPF,2021-12-03,european classic powerlifting championships
vladimir mbassi,104.6,859.0,105,EPF,2024-09-13,western european powerlifting championships
vladimir usynin,91.25,785.0,93,IPF,2019-06-04,world classic powerlifting championships
vladislav aksennikov,103.5,862.5,105,EPF,2019-11-29,european classic powerlifting championships
vladislav gerginov,91.1,810.0,93,EPF,2018-11-24,european classic powerlifting championships
vyacheslav shutenko,92.75,767.5,93,EPF,2016-03-05,european classic powerlifting championships
víctor vázquez hernández-carrillo,104.8,827.5,105,EPF,2021-12-03,european classic powerlifting championships
víctor vázquez hernández-carrillo,119.81,907.5,120,EPF,2024-03-12,european open classic powerlifting championships
walter cariazo,102.85,887.5,105,IPF,2024-06-15,world classic powerlifting championships
walter cariazo,91.66,775.0,93,IPF,2018-06-06,world classic powerlifting championships
wascar carpio,59.0,637.5,59,IPF,2024-06-15,world classic powerlifting championships
will hemmen,104.25,792.5,105,IPF,2019-06-04,world classic powerlifting championships
william ball #2,89.85,788.0,93,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
william pickering #1,92.55,805.0,93,EPF,2021-12-03,european classic powerlifting championships
xin miao koh,65.25,637.5,66,IPF,2023-06-11,world classic powerlifting championships
yakov ionin,73.3,715.0,74,IPF,2021-09-23,world classic powerlifting championships
yakup ünal,73.92,712.5,74,IPF,2021-09-23,world classic powerlifting championships
yanis bouchou,82.6,795.0,83,IPF,2023-06-11,world classic powerlifting championships
yehia aboelnaga,106.1,870.0,120,IPF,2022-08-31,world junior classic powerlifting championships
yerlan smagulov,92.54,822.5,93,IPF,2017-06-14,world classic powerlifting championships
youssuf el adlani,104.25,850.0,105,IPF,2022-06-06,world classic powerlifting championships
youssuf el adlani,93.0,780.0,93,EPF,2019-11-29,european classic powerlifting championships
yu utsugi,73.5,710.0,74,IPF,2024-06-15,world classic powerlifting championships
yuki kashima,65.25,635.0,66,IPF,2024-06-15,world classic powerlifting championships
yuki shibuya,65.5,632.5,66,IPF,2022-06-06,world classic powerlifting championships
yulong li #1,91.2,812.5,93,IPF,2022-08-31,world junior classic powerlifting championships
yury belkin,103.56,867.5,105,IPF,2014-06-01,world classic powerlifting championships
yusuke inoue,66.0,617.5,66,IPF,2012-06-12,world classic powerlifting cup
yusuke satake,65.9,685.0,66,IPF,2024-06-15,world classic powerlifting championships
yusuke takeda,104.46,805.0,105,IPF,2018-06-06,world classic powerlifting championships
yusuke takeda,92.7,787.5,93,IPF,2024-06-15,world classic powerlifting championships
yuval ephrath,65.0,600.0,66,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
yuya fujii,73.66,715.0,74,IPF,2021-09-23,world classic powerlifting championships
zach taylor #1,64.65,602.5,66,IPF,2022-08-31,world junior classic powerlifting championships
zachariah ampofo,82.61,760.0,83,EPF,2023-12-04,european open classic powerlifting championships
zakaria mouffok,103.0,817.5,105,IPF,2017-06-14,world classic powerlifting championships
zalim kuvambaev,104.9,840.0,105,IPF,2016-06-19,world classic powerlifting championships
zhi hao guo,82.44,725.0,83,IPF,2024-07-23,fisu world university powerlifting championships
álvaro fernández arcas,65.4,627.5,66,EPF,2024-03-12,european open classic powerlifting championships
álvaro pedro ponce,82.6,732.5,83,EPF,2023-12-04,european open classic powerlifting championships
áron hegedűs #1,104.6,837.5,105,IPF,2024-06-15,world classic powerlifting championships
